Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB64SL	TB65SR	TB66SL	TB64SR	TB65SL	TB66SR	TB61SL	TB61SR	TB68SL	TB68SR
1	191886130	191907528	-	1700034H15Rik	lncRNA	1700034H15Rik	ensembl_havana	0.152323	0.143729	0.0449395	0.165487	0.382217	0.0800446	0.162332	0.146535	0.350457	0.0743699
3	40900196	40902544	-	1700034I23Rik	protein_coding	1700034I23Rik	ensembl_havana	0.0139385	0.119791	0.029993	0.0001	0.0148568	0.0706676	0.0541773	0.0001	0.0744181	0.04254
1	9747648	9791925	+	1700034P13Rik	lncRNA	1700034P13Rik	havana	0.0416154	0.0719147	0.029993	0.0001	0.0001	0.0457826	0.040658	0.0001	0.0213337	0.0001
9	60743120	60770277	+	1700036A12Rik	lncRNA	1700036A12Rik	ensembl_havana	0.0416154	0.0001	0.029993	0.0414466	0.0359235	0.0001	0.0541773	0.0001	0.0531843	0.01071
3	85317519	85332031	+	1700036G14Rik	lncRNA	1700036G14Rik	havana	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0267246	0.0001	0.0849799
16	3895179	3908690	-	1700037C18Rik	protein_coding	1700037C18Rik	ensembl_havana	0.636669	0.945661	0.568067	0.441131	0.429982	0.514029	0.378641	0.412782	0.54156	0.68975
2	131146324	131160082	-	1700037H04Rik	protein_coding	1700037H04Rik	ensembl_havana	3.29365	3.14798	2.5709	2.77032	2.26892	2.52406	2.52822	3.43468	2.61185	2.70565
3	94409395	94412920	-	1700040D17Rik	lncRNA	1700040D17Rik	havana	0.0969692	0.227513	0.269137	0.0827933	0.0956293	0.148569	0.108255	0.0400369	0.0850349	0.25474
6	71543192	71544115	-	1700040L08Rik	lncRNA	1700040L08Rik	havana	0.110808	0.0479765	0.0001	0.0414466	0.0359235	0.137148	0.0271387	0.0001	0.0425675	0.01071
8	22805766	22809538	+	1700041G16Rik	lncRNA	1700041G16Rik	ensembl_havana	0.249192	0.167668	0.194404	0.275744	0.131453	0.137148	0.297525	0.226409	0.244288	0.22291
11	11868123	11885322	+	1700042O10Rik	lncRNA	1700042O10Rik	havana	0.193838	0.0719147	0.0001	0.0276644	0.0836881	0.0800446	0.0271387	0.0001	0.0001	0.01071
11	58322988	58324440	+	1700047K16Rik	lncRNA	1700047K16Rik	havana	0.0001	0.0838839	0.059886	0.137922	0.131453	0.0572033	0.0001	0.0001	0.0213337	0.03193
1	182287990	182303326	+	1700047M11Rik	lncRNA	1700047M11Rik	havana	4.08245	5.68544	5.26127	4.07963	3.89292	3.62045	4.50204	4.3266	4.85201	3.93641
16	92308716	92312469	-	1700048M11Rik	lncRNA	1700048M11Rik	havana	0.0277769	0.0001	0.029993	0.0001	0.0478646	0.0115207	0.081216	0.0001	0.0107169	0.0637599
9	121937223	121947017	+	1700048O20Rik	lncRNA	1700048O20Rik	ensembl_havana	1.24556	0.921722	0.792265	1.10268	0.847923	0.913752	0.905895	1.45114	1.0087	1.19903
11	105177726	105181434	-	1700052K11Rik	lncRNA	1700052K11Rik	havana	3.62578	3.66265	3.34812	2.70141	3.11674	3.10652	2.71748	3.71423	3.5249	2.93907
14	25706406	25707274	-	1700054O19Rik	TEC	1700054O19Rik	havana	0.0692923	0.095853	0.0150465	0.0276644	0.0598058	0.0686239	0.121774	0.0932862	0.106269	0.0001
4	45011687	45015407	+	1700055D18Rik	lncRNA	1700055D18Rik	ensembl_havana	0.484446	0.622494	0.493335	0.399784	0.465805	0.445505	0.500315	0.599154	0.361074	0.57304
1	184033030	184034302	-	1700056E22Rik	protein_coding	1700056E22Rik	ensembl_havana	0.0139385	0.0240382	0.134618	0.220615	0.0001	0.0914652	0.121774	0.0267246	0.0425675	0.03193
16	17047520	17049112	+	1700056N10Rik	lncRNA	1700056N10Rik	havana	1.16253	1.83138	1.704	1.57127	1.86292	1.65609	1.79817	1.19821	1.36968	0.933779
19	5488744	5489199	-	1700061A03Rik	TEC	1700061A03Rik	havana	0.0416154	0.0719147	0.134618	0.0827933	0.0836881	0.0457826	0.040658	0.0932862	0.0213337	0.0955899
9	110986201	110987805	+	1700061E17Rik	lncRNA	1700061E17Rik	havana	0.0277769	0.13176	0.059886	0.0001	0.0478646	0.0001	0.108255	0.133223	0.106269	0.0637599
9	41192446	41217991	+	1700063D05Rik	lncRNA	1700063D05Rik	havana	0.0277769	0.0240382	0.029993	0.0138822	0.0239823	0.0001	0.0676966	0.0134123	0.0213337	0.0637599
17	28951855	28952409	-	1700063J08Rik	lncRNA	1700063J08Rik	havana	0.110808	0.095853	0.0748325	0.12414	0.0598058	0.0572033	0.0947353	0.0267246	0.148736	0.15925
18	35703225	35730870	+	1700066B19Rik	protein_coding	1700066B19Rik	ensembl_havana	0.138485	0.0120691	0.0001	0.0138822	0.071747	0.0800446	0.0271387	0.0267246	0.116886	0.0637599
13	58146949	58149693	+	1700066J03Rik	lncRNA	1700066J03Rik	havana	0.0277769	0.0001	0.029993	0.0827933	0.0359235	0.0229413	0.0001	0.0001	0.0213337	0.0001
1	57377620	57385424	+	1700066M21Rik	protein_coding	1700066M21Rik	ensembl_havana	2.90618	3.50705	2.55595	2.7152	3.12868	3.2093	3.13658	3.02199	2.30396	3.10883
18	57504422	57533753	-	1700066O22Rik	lncRNA	1700066O22Rik	havana	0.193838	0.0479765	0.059886	0.344655	0.0956293	0.034362	0.0271387	0.0932862	0.0850349	0.1062
8	84001502	84004771	+	1700067K01Rik	protein_coding	1700067K01Rik	ensembl_havana	0.0831308	0.287359	0.164511	0.234398	0.179217	0.365561	0.175851	0.0533492	0.0638012	0.0637599
11	81572655	81573474	-	1700071K01Rik	processed_pseudogene	1700071K01Rik	havana	0.0416154	0.0001	0.104725	0.151962	0.0836881	0.0001	0.0001	0.0001	0.0107169	0.59426
13	119680040	119681589	+	1700074H08Rik	lncRNA	1700074H08Rik	havana	0.0001	0.0001	0.0150465	0.0138822	0.0001	0.0457826	0.0136193	0.0001	0.0107169	0.03193
12	54862647	54863668	+	1700081N11Rik	lncRNA	1700081N11Rik	havana	0.0277769	0.0001	0.0449395	0.0001	0.119512	0.0914652	0.0271387	0.0799739	0.0850349	0.12742
8	104641807	104658559	+	1700082M22Rik	lncRNA	1700082M22Rik	havana	0.152323	0.0719147	0.119672	0.12414	0.238923	0.17141	0.162332	0.0666615	0.127502	0.14864
9	21091755	21128394	+	1700084C06Rik	lncRNA	1700084C06Rik	ensembl_havana	0.0969692	0.0240382	0.0001	0.0552289	0.0239823	0.0229413	0.0271387	0.0267246	0.0213337	0.03193
2	30236795	30238224	-	1700084E18Rik	lncRNA	1700084E18Rik	ensembl_havana	0.166162	0.27539	0.194404	0.234398	0.298629	0.148569	0.500315	0.34622	0.297372	0.27596
11	65151910	65159892	-	1700086D15Rik	protein_coding	1700086D15Rik	ensembl_havana	0.595154	0.586587	0.403655	0.399784	0.573276	0.559712	0.284006	0.399469	0.392924	0.47755
18	38238405	38250566	-	1700086O06Rik	lncRNA	1700086O06Rik	havana	1.27324	1.81941	1.15098	1.44723	1.30169	0.959435	1.1898	1.38458	1.40153	1.33696
4	129050097	129057984	-	1700086P04Rik	lncRNA	1700086P04Rik	havana	0.193838	0.215544	0.328923	0.0965755	0.179217	0.34272	0.270487	0.226409	0.127502	0.35023
14	103424905	103449868	+	1700087I21Rik	lncRNA	1700087I21Rik	havana	0.996469	1.58002	0.717532	1.15781	0.883746	1.4391	0.946453	1.06508	0.785748	1.07171
15	79129349	79141254	-	1700088E04Rik	protein_coding	1700088E04Rik	ensembl_havana	1.55001	2.63331	2.36165	1.66775	2.14951	1.51905	2.16319	2.32975	1.86867	1.98417
19	8740718	8741226	+	1700092M07Rik	protein_coding	1700092M07Rik	ensembl_havana	0.124646	0.0120691	0.059886	0.137922	0.131453	0.114307	0.0676966	0.0267246	0.138119	0.0743699
16	96082676	96089071	+	1700093J21Rik	lncRNA	1700093J21Rik	havana	0.0139385	0.0719147	0.149565	0.0965755	0.10757	0.0001	0.121774	0.0533492	0.0744181	0.02132
11	23516203	23521156	-	1700093K21Rik	protein_coding	1700093K21Rik	ensembl_havana	0.0554538	0.0479765	0.0449395	0.0138822	0.143394	0.0229413	0.162332	0.17316	0.148736	0.0743699
3	90062796	90068348	+	1700094D03Rik	protein_coding	1700094D03Rik	ensembl_havana	2.392	1.73059	1.94951	2.88886	2.50144	1.71752	1.72824	2.31176	1.98494	1.59704
3	153162728	153182816	-	1700094M23Rik	lncRNA	1700094M23Rik	havana	0.0831308	0.0360074	0.0001	0.0414466	0.0478646	0.0001	0.0001	0.0267246	0.0001	0.0001
7	109438618	109444894	+	1700095J03Rik	lncRNA	1700095J03Rik	havana	0.0416154	0.0479765	0.104725	0.0276644	0.0956293	0.0001	0.0676966	0.0799739	0.0956518	0.0743699
5	25530013	25531467	+	1700096K18Rik	lncRNA	1700096K18Rik	havana	0.885761	1.10126	0.493334	0.74434	0.979275	0.52545	0.743663	0.878712	0.668963	0.54121
13	102760255	102761897	+	1700099I09Rik	lncRNA	1700099I09Rik	havana	0.0001	0.0120691	0.0001	0.0138822	0.0359235	0.034362	0.0001	0.0400369	0.0001	0.0001
6	129531950	129533818	-	1700101I11Rik	lncRNA	1700101I11Rik	havana	0.276869	0.251452	0.164511	0.137922	0.155335	0.034362	0.0541773	0.0267246	0.0638012	0.28657
17	3557824	3559863	+	1700102H20Rik	lncRNA	1700102H20Rik	havana	0.110808	0.0120691	0.0748325	0.0552289	0.0120412	0.0115207	0.0001	0.0400369	0.0425675	0.13803
9	108392805	108410935	+	1700102P08Rik	protein_coding	1700102P08Rik	ensembl_havana	0.456769	0.53871	0.418602	0.151704	0.322511	0.365561	0.486796	0.399469	0.467242	0.37145
19	7382537	7383562	+	1700105P06Rik	lncRNA	1700105P06Rik	havana	0.0969692	0.119791	0.149565	0.137922	0.0598058	0.18283	0.0541773	0.186472	0.0213337	0.0637599
14	76672963	76687170	+	1700108F19Rik	lncRNA	1700108F19Rik	havana	0.0416154	0.323266	0.029993	0.0552289	0.0956293	0.0572033	0.0136193	0.0533492	0.0319506	0.05315
5	3571566	3584357	+	1700109H08Rik	protein_coding	1700109H08Rik	ensembl_havana	3.91638	4.34489	4.70825	4.27259	4.26309	4.45416	3.74495	4.28666	4.33178	4.60484
17	10324602	10329308	+	1700110C19Rik	lncRNA	1700110C19Rik	havana	0.0139385	0.107822	0.089779	0.0138822	0.0836881	0.205672	0.0001	0.213097	0.0425675	0.13803
3	28702667	28781109	-	1700112D23Rik	lncRNA	1700112D23Rik	havana	0.0277769	0.0599456	0.029993	0.0001	0.119512	0.0001	0.0001	0.0267246	0.0213337	0.0001
7	67204082	67222537	-	1700112J16Rik	lncRNA	1700112J16Rik	havana	0.152323	0.191606	0.284083	0.110358	0.191159	0.17141	0.162332	0.186472	0.16997	0.0955899
8	95551793	95552303	+	1700112L15Rik	TEC	1700112L15Rik	havana	0.0001	0.0479765	0.059886	0.0138822	0.0836881	0.0001	0.0541773	0.0001	0.0531843	0.01071
3	88171556	88177786	-	1700113A16Rik	lncRNA	1700113A16Rik	havana	0.608992	0.861877	0.59796	0.303309	0.382217	0.685339	0.635508	0.812151	0.562794	0.594259
10	87058045	87230590	+	1700113H08Rik	protein_coding	1700113H08Rik	ensembl_havana	0.0692923	0.0001	0.029993	0.0001	0.0239823	0.0001	0.040658	0.0001	0.0319506	0.0001
16	34935854	34939330	-	1700119H24Rik	lncRNA	1700119H24Rik	havana	0.0001	0.0479765	0.0449395	0.0138822	0.0120412	0.034362	0.0001	0.0001	0.0001	0.23352
15	99249511	99262045	+	1700120C14Rik	lncRNA	1700120C14Rik	havana	0.636669	0.586587	0.343869	0.37222	0.465805	0.571133	0.311045	0.34622	0.647729	0.32901
7	127603900	127604446	-	1700120K04Rik	lncRNA	1700120K04Rik	havana	0.249192	0.203575	0.179458	0.193051	0.0836881	0.0229413	0.0541773	0.119911	0.0956518	0.15925
4	123833622	123859514	-	1700121C08Rik	lncRNA	1700121C08Rik	havana	0.0692923	0.203575	0.119672	0.110358	0.0836881	0.102886	0.0001	0.133223	0.0319506	0.0001
8	84847188	84848416	+	1700122E12Rik	lncRNA	1700122E12Rik	havana	0.0416154	0.0360074	0.0001	0.0001	0.0001	0.0001	0.135293	0.0799739	0.0001	0.04254
4	11966565	11994281	+	1700123M08Rik	lncRNA	1700123M08Rik	havana	0.484446	0.13176	0.343869	0.261962	0.143394	0.217092	0.243448	0.226409	0.361074	0.13803
14	54686216	54690742	+	1700123O20Rik	protein_coding	1700123O20Rik	ensembl_havana	7.14076	9.61129	8.62424	8.25565	8.34697	8.50849	7.76019	8.57322	8.31312	7.61811
6	83761756	83762866	-	1700124L16Rik	lncRNA	1700124L16Rik	havana	0.166162	0.335235	0.029993	0.0965755	0.10757	0.125727	0.189371	0.146535	0.116886	0.22291
3	27154026	27157020	+	1700125G22Rik	lncRNA	1700125G22Rik	havana	0.0277769	0.0001	0.0150465	0.0414466	0.0001	0.0001	0.0001	0.0134123	0.0744181	0.03193
8	11713264	11722621	+	1700128E19Rik	lncRNA	1700128E19Rik	ensembl_havana	0.0001	0.0001	0.0001	0.0001	0.0359235	0.0001	0.0001	0.0001	0.0001	0.0849799
1	98131456	98144656	+	1810006J02Rik	lncRNA	1810006J02Rik	havana	0.0139385	0.095853	0.0001	0.0001	0.0598058	0.0572033	0.0001	0.0134123	0.0425675	0.05315
7	65803111	65806450	+	1810008I18Rik	lncRNA	1810008I18Rik	havana	0.0139385	0.0001	0.0001	0.0276644	0.0120412	0.0800446	0.0001	0.106598	0.0001	0.0001
19	8888853	8890882	+	1810009A15Rik	protein_coding	1810009A15Rik	ensembl_havana	6.36384	6.48154	6.5431	7.70529	7.28537	5.09531	4.68345	5.04587	7.48621	9.99317
11	107025681	107030444	+	1810010H24Rik	protein_coding	1810010H24Rik	ensembl_havana	1.31475	0.933692	1.09119	1.22672	1.13451	0.788126	1.43315	1.21152	0.860067	0.89134
2	26138546	26139544	+	1810012K08Rik	lncRNA	1810012K08Rik	havana	0.0001	0.0599456	0.0001	0.0276644	0.0001	0.0001	0.0271387	0.0001	0.0213337	0.0001
8	22398721	22399597	+	1810012K16Rik	lncRNA	1810012K16Rik	havana	0.124646	0.107822	0.059886	0.0138822	0.0239823	0.114307	0.0541773	0.0001	0.0107169	0.0955899
3	157925220	157938356	+	1810013D15Rik	lncRNA	1810013D15Rik	ensembl_havana	0.0969692	0.0360074	0.0001	0.0001	0.0598058	0.0229413	0.0001	0.0400369	0.0001	0.02132
16	8830100	8858923	+	1810013L24Rik	protein_coding	1810013L24Rik	ensembl_havana	42.3318	38.1816	41.5065	44.8749	42.7972	43.7071	45.4116	44.7695	40.0788	41.2516
10	86685525	86694807	+	1810014B01Rik	transcribed_unprocessed_pseudogene	1810014B01Rik	havana	1.86829	2.22636	2.54101	1.66954	1.95845	2.03298	1.9604	2.17001	2.12348	1.78258
17	29717072	29719154	+	1810014P07Rik	lncRNA	1810014P07Rik	havana	0.0969692	0.143729	0.0748325	0.0690111	0.250864	0.0229413	0.0676966	0.0533492	0.127502	0.0849799
8	106135400	106138526	+	1810019D21Rik	lncRNA	1810019D21Rik	havana	0.152323	0.311297	0.508281	0.137922	0.286688	0.251354	0.175851	0.266346	0.191204	0.0637599
7	12948592	12961769	-	1810019N24Rik	lncRNA	1810019N24Rik	havana	0.0831308	0.263421	0.209351	0.468695	0.179217	0.251354	0.40568	0.266346	0.286755	0.24413
6	87675590	87722802	-	1810020O05Rik	protein_coding	1810020O05Rik	havana	0.0416154	0.095853	0.0150465	0.0276644	0.0120412	0.0001	0.0541773	0.17316	0.0850349	0.0849799
15	89071196	89075853	-	1810021B22Rik	lncRNA	1810021B22Rik	havana	0.332223	0.82597	0.627853	0.344655	0.238923	0.308458	0.297525	0.439406	0.37169	0.3184
2	127186355	127208281	-	1810024B03Rik	protein_coding	1810024B03Rik	ensembl_havana	0.982631	1.18504	0.583013	0.868379	1.02704	1.27921	1.37907	1.01184	1.14672	1.42184
7	73539801	73558396	-	1810026B05Rik	lncRNA	1810026B05Rik	havana	31.1457	23.5077	29.8102	33.2035	31.5425	29.0993	33.1756	34.3495	35.2419	30.2753
14	51142870	51144118	-	1810028F09Rik	lncRNA	1810028F09Rik	havana	0.0001	0.0120691	0.0001	0.0276644	0.0598058	0.0001	0.040658	0.0666615	0.0001	0.0955899
X	12654879	12673669	-	1810030O07Rik	protein_coding	1810030O07Rik	ensembl_havana	14.572	14.399	14.5879	13.3964	13.004	13.5678	13.4518	14.8966	13.7065	13.9735
13	64248700	64271853	+	1810034E14Rik	lncRNA	1810034E14Rik	havana	1.42546	0.861877	1.53959	0.992419	1.64798	1.31348	1.08165	0.971899	2.16594	1.14598
3	122924203	122926185	+	1810037I17Rik	protein_coding	1810037I17Rik	ensembl_havana	13.6171	14.2194	14.9018	13.3413	11.9413	11.535	11.113	14.2043	13.1119	12.382
14	121876725	121879410	-	1810041H14Rik	lncRNA	1810041H14Rik	havana	0.0277769	0.0240382	0.089779	0.0138822	0.0120412	0.0229413	0.0001	0.0001	0.0213337	0.04254
6	91440987	91441756	+	1810044D09Rik	lncRNA	1810044D09Rik	havana	0.152323	0.754155	0.672692	0.37222	0.262806	0.411244	0.284006	0.319595	0.297372	0.35023
16	93342504	93366669	-	1810053B23Rik	lncRNA	1810053B23Rik	havana	0.0554538	0.0001	0.119672	0.0001	0.0001	0.0115207	0.0001	0.0533492	0.0531843	0.0637599
19	3708293	3717882	+	1810055G02Rik	protein_coding	1810055G02Rik	ensembl_havana	6.947	6.88235	6.5616	5.23734	5.98262	7.14942	5.09689	5.56464	6.15789	6.34488
6	35252654	35263497	+	1810058I24Rik	protein_coding	1810058I24Rik	ensembl_havana	14.489	16.709	13.2427	13.6721	14.5205	16.1375	14.8579	15.9483	15.6387	13.2626
5	148953748	148970123	-	1810059H22Rik	lncRNA	1810059H22Rik	havana	3.27783	5.01516	3.19984	4.17304	3.45609	2.44096	4.11917	3.37882	3.71549	3.78506
3	36475937	36482300	+	1810062G17Rik	protein_coding	1810062G17Rik	ensembl_havana	0.290708	0.514772	0.373762	0.551389	0.262806	0.239934	0.229929	0.239722	0.16997	0.4245
14	20546079	20570688	+	1810062O18Rik	lncRNA	1810062O18Rik	havana	0.346061	0.311297	0.538174	0.234398	0.358335	0.0800446	0.189371	0.372845	0.254905	0.37145
9	22196963	22213861	-	1810064F22Rik	lncRNA	1810064F22Rik	ensembl_havana	0.0001	0.119791	0.0150465	0.0001	0.0001	0.0001	0.0001	0.0533492	0.0213337	0.01071
17	83917937	83921607	+	1810073O08Rik	lncRNA	1810073O08Rik	havana	0.5398	0.287359	0.433548	0.413566	0.31057	0.308458	0.378641	0.119911	0.307989	0.0743699
11	57795499	57801418	-	2010001A14Rik	lncRNA	2010001A14Rik	havana	1.17637	1.32867	1.13603	1.03377	0.812099	1.00512	1.21684	0.998523	0.891917	1.23086
13	46979908	47011196	+	2010001K21Rik	lncRNA	2010001K21Rik	ensembl_havana	0.0277769	0.0001	0.0748325	0.0001	0.0001	0.0001	0.0136193	0.0001	0.0531843	0.1062
9	51278513	51284211	+	2010007H06Rik	lncRNA	2010007H06Rik	ensembl_havana	0.982631	1.52018	1.25561	1.57127	1.71963	1.62183	1.86577	1.66414	1.23166	1.40062
6	125083437	125084030	+	2010008C14Rik	TEC	2010008C14Rik	havana	0.0831308	0.0240382	0.0001	0.0138822	0.119512	0.0115207	0.040658	0.159848	0.0107169	0.0955899
6	145303152	145308952	+	2010013B24Rik	lncRNA	2010013B24Rik	havana	0.0139385	0.0240382	0.0150465	0.0552289	0.0478646	0.0001	0.0271387	0.0001	0.0638012	0.05315
3	106481982	106485914	-	2010016I18Rik	lncRNA	2010016I18Rik	ensembl_havana	0.373738	0.13176	0.149565	0.289526	0.2031	0.0686239	0.189371	0.186472	0.159353	0.11681
X	112495274	112558344	+	2010106E10Rik	protein_coding	2010106E10Rik	ensembl_havana	0.0001	0.0001	0.0001	0.0414466	0.0001	0.0001	0.0001	0.0001	0.0001	0.0743699
5	93206518	93213476	+	2010109A12Rik	protein_coding	2010109A12Rik	ensembl_havana	0.124646	0.167668	0.164511	0.12414	0.167276	0.274196	0.311045	0.146535	0.180587	0.20169
8	86885688	86886567	+	2010110E17Rik	lncRNA	2010110E17Rik	havana	0.0277769	0.0120691	0.0150465	0.0001	0.0239823	0.0457826	0.0136193	0.0001	0.0213337	0.01071
X	7411817	7445144	-	2010204K13Rik	lncRNA	2010204K13Rik	havana	0.0969692	0.0599456	0.059886	0.0276644	0.179217	0.0457826	0.040658	0.0932862	0.0425675	0.0001
1	37611677	37720086	-	2010300C02Rik	protein_coding	2010300C02Rik	ensembl_havana	2.43567	1.1252	2.22713	1.59884	1.61216	1.48478	2.06856	2.55606	2.15532	1.54916
X	13234641	13247737	-	2010308F09Rik	lncRNA	2010308F09Rik	havana	0.0277769	0.0001	0.0150465	0.0001	0.071747	0.0001	0.0001	0.0267246	0.0001	0.0001
6	42370671	42381216	+	2010310C07Rik	lncRNA	2010310C07Rik	havana	0.761215	0.466896	0.448495	0.661646	0.358335	0.479767	0.486796	0.452719	0.435392	0.28657
9	124291804	124312697	-	2010315B03Rik	protein_coding	2010315B03Rik	ensembl_havana	10.8218	9.87462	9.96942	11.2326	11.9882	9.0762	11.2482	10.5435	11.9441	11.1194
8	70776815	70777824	+	2010320M18Rik	lncRNA	2010320M18Rik	havana	2.17274	2.04682	1.91325	1.8607	1.92263	1.73604	1.56834	1.90376	2.7074	1.95234
18	38209772	38229146	+	2010320O07Rik	lncRNA	2010320O07Rik	havana	0.0277769	0.0001	0.0001	0.0001	0.0239823	0.034362	0.0676966	0.0666615	0.0638012	0.04254
7	29246561	29248467	-	2200002D01Rik	protein_coding	2200002D01Rik	ensembl_havana	1.77142	0.383112	1.34528	0.702993	0.93151	0.548291	0.581431	1.22483	0.71143	0.5306
13	58379817	58385226	-	2210016F16Rik	protein_coding	2210016F16Rik	ensembl_havana	7.7358	9.16845	9.07262	8.03513	7.33197	7.50347	8.27393	7.7878	8.51483	6.75866
5	114942158	114949784	+	2210016L21Rik	protein_coding	2210016L21Rik	ensembl_havana	7.26529	8.54606	6.78581	6.27101	6.79462	6.03021	6.80032	6.98906	7.00723	7.01331
16	32454598	32456150	-	2210020O09Rik	lncRNA	2210020O09Rik	havana	0.166162	0.0001	0.179458	0.0276644	0.0120412	0.0001	0.0001	0.0533492	0.0001	0.0001
12	73548478	73551987	+	2210039B01Rik	lncRNA	2210039B01Rik	havana	0.149745	0.140907	0.235545	0.110358	0.170444	0.034362	0.199738	0.240485	0.223397	0.139961
7	121062852	121063960	-	2210406H18Rik	TEC	2210406H18Rik	havana	0.166162	0.0479765	0.0150465	0.0827933	0.0120412	0.0572033	0.0136193	0.199785	0.138119	0.0955899
5	36447611	36464854	-	2210406O10Rik	lncRNA	2210406O10Rik	ensembl_havana	0.166162	0.0120691	0.104725	0.220615	0.179217	0.0686239	0.0947353	0.386157	0.0638012	0.0955899
11	58608204	58616076	-	2210407C18Rik	protein_coding	2210407C18Rik	ensembl_havana	0.373738	0.395081	0.134618	0.427349	0.525511	0.468347	0.486796	0.386157	0.71143	0.51999
6	31220351	31337405	+	2210408F21Rik	lncRNA	2210408F21Rik	havana	4.78821	6.02057	5.51536	5.69215	4.04815	6.00736	4.86706	4.91234	5.18113	4.47752
13	77135540	77613785	+	2210408I21Rik	protein_coding	2210408I21Rik	ensembl_havana	7.30681	7.70822	6.65129	8.15917	9.46944	8.26864	8.8147	8.51998	7.75042	8.66847
5	130131327	130131825	+	2210412B16Rik	TEC	2210412B16Rik	havana	0.304546	0.40705	0.478388	0.441131	0.179217	0.228513	0.20289	0.399469	0.37169	0.4245
5	148741840	148743140	+	2210417A02Rik	lncRNA	2210417A02Rik	havana	0.0001	0.143729	0.104725	0.0276644	0.0001	0.034362	0.0271387	0.0001	0.0531843	0.0637599
2	176226569	176240329	+	2210418O10Rik	protein_coding	2210418O10Rik	ensembl_havana	8.28258	7.01446	7.89013	8.67325	9.76807	7.5219	8.03638	8.13314	9.21966	9.01327
9	63394447	63399247	-	2300009A05Rik	protein_coding	2300009A05Rik	ensembl_havana	2.31112	2.87269	2.40649	2.30173	2.59133	2.69537	2.17671	2.55606	2.6437	3.51201
6	129208412	129238726	-	2310001H17Rik	lncRNA	2310001H17Rik	havana	1.0795	1.1611	0.866997	1.17159	1.24198	0.628236	1.2574	0.718965	1.27412	1.26269
7	76611065	76612016	+	2310001K20Rik	TEC	2310001K20Rik	havana	0.166162	0.0001	0.104725	0.110358	0.0359235	0.239934	0.0676966	0.0267246	0.244288	0.05315
12	80507206	80517955	+	2310002D06Rik	lncRNA	2310002D06Rik	havana	0.110808	0.0001	0.0001	0.0001	0.0478646	0.0001	0.0136193	0.0001	0.0213337	0.0001
7	43695209	43797959	-	2310002F09Rik	lncRNA	2310002F09Rik	havana	0.0554538	0.107822	0.089779	0.24818	0.215041	0.331299	0.189371	0.292971	0.0956518	0.22291
4	73939371	73950847	-	2310002L09Rik	protein_coding	2310002L09Rik	ensembl_havana	2.92001	1.06535	0.822157	1.32319	1.99427	1.99871	1.14924	1.47777	3.66292	1.53855
5	87969459	87972871	+	2310003L06Rik	protein_coding	2310003L06Rik	ensembl_havana	0.0001	0.0001	0.059886	0.0001	0.0239823	0.148569	0.0271387	0.0001	0.0213337	0.05315
9	73039718	73042780	+	2310009A05Rik	protein_coding	2310009A05Rik	havana	3.4182	3.68659	3.8264	3.66617	3.42721	4.07727	2.83916	4.75259	3.43997	3.83031
1	138851983	138856853	-	2310009B15Rik	protein_coding	2310009B15Rik	ensembl_havana	1.32859	1.56805	1.01646	0.992419	1.00316	1.03938	0.838298	0.785526	1.60325	1.26269
7	90124822	90129985	-	2310010J17Rik	lncRNA	2310010J17Rik	havana	0.608992	0.68234	0.822157	0.689211	0.549393	0.536871	0.662547	0.572529	0.54156	0.647309
